train_ep_lens_Average,train_ep_lens_Std,train_ep_lens_Median,train_ep_lens_Min,train_ep_lens_Max,eval_ep_lens_Average,eval_ep_lens_Std,eval_ep_lens_Median,eval_ep_lens_Min,eval_ep_lens_Max,train_returns_Average,train_returns_Std,train_returns_Median,train_returns_Min,train_returns_Max,eval_returns_Average,eval_returns_Std,eval_returns_Median,eval_returns_Min,eval_returns_Max,Train_EnvstepsSoFar,TimeSinceStart,Training Loss,reward_Average,reward_Std,reward_Median,reward_Min,reward_Max,eval_reward_Average,eval_reward_Std,eval_reward_Median,eval_reward_Min,eval_reward_Max,Initial_DataCollection_AverageReturn,step
1000.0,0.0,1000.0,1000,1000,1000.0,0.0,1000.0,1000,1000,841.50354,1.0599365,841.50354,840.4436,842.5635,861.7431,83.142395,861.7431,778.6007,944.8855,2000,153.77257323265076,0.020265918,0.84150356,0.3286623,0.8760246,-0.56222945,1.9843085,0.8617431,0.4406804,0.88679135,-0.45091596,2.3010592,841.50354,0
