train_ep_lens_Average,train_ep_lens_Std,train_ep_lens_Median,train_ep_lens_Min,train_ep_lens_Max,eval_ep_lens_Average,eval_ep_lens_Std,eval_ep_lens_Median,eval_ep_lens_Min,eval_ep_lens_Max,train_returns_Average,train_returns_Std,train_returns_Median,train_returns_Min,train_returns_Max,eval_returns_Average,eval_returns_Std,eval_returns_Median,eval_returns_Min,eval_returns_Max,Train_EnvstepsSoFar,TimeSinceStart,Training Loss,reward_Average,reward_Std,reward_Median,reward_Min,reward_Max,eval_reward_Average,eval_reward_Std,eval_reward_Median,eval_reward_Min,eval_reward_Max,Initial_DataCollection_AverageReturn,step
1000.0,0.0,1000.0,1000,1000,1000.0,0.0,1000.0,1000,1000,-41.540974,2.4590569,-41.540974,-44.00003,-39.081917,-44.27571,2.3766727,-44.27571,-46.652386,-41.89904,2000,12.120775938034058,0.019569434,-0.041540973,0.13824138,-0.041241847,-0.61523676,0.36776677,-0.044275712,0.13844141,-0.04096698,-0.5719114,0.41038424,-41.540974,0
