train_ep_lens_Average,train_ep_lens_Std,train_ep_lens_Median,train_ep_lens_Min,train_ep_lens_Max,eval_ep_lens_Average,eval_ep_lens_Std,eval_ep_lens_Median,eval_ep_lens_Min,eval_ep_lens_Max,train_returns_Average,train_returns_Std,train_returns_Median,train_returns_Min,train_returns_Max,eval_returns_Average,eval_returns_Std,eval_returns_Median,eval_returns_Min,eval_returns_Max,Train_EnvstepsSoFar,TimeSinceStart,Training Loss,reward_Average,reward_Std,reward_Median,reward_Min,reward_Max,eval_reward_Average,eval_reward_Std,eval_reward_Median,eval_reward_Min,eval_reward_Max,Initial_DataCollection_AverageReturn,step
1000.0,0.0,1000.0,1000,1000,1000.0,0.0,1000.0,1000,1000,-44.47355,5.570097,-44.47355,-50.043644,-38.90345,-39.073006,5.371481,-39.073006,-44.44449,-33.701527,2000,74.51355123519897,0.021103311,-0.044473547,0.14241163,-0.041771926,-0.48896495,0.38920644,-0.039073005,0.14009956,-0.032469086,-0.6447746,0.43576556,-44.47355,0
